order_id,so_num,order_due_date,order_created_date,order_ship_date,plant,customer,cust_name,address1,address2,city,state,zip,total_qty,total_sales,order_total_length_ft,order_utilization_pct,order_utilization_grade,order_utilization_credit_ft,order_exceeds_capacity,line_count,order_is_excluded,needs_review,order_status,last_seen_at,closed_at,last_upload_id,order_line_id,line_due_date,item,item_desc,line_qty,line_sales,bin,load_num,sku,unit_length_ft,line_total_length_ft,line_max_stack_height,stack_position,line_utilization_pct,line_is_excluded,sku_category,sku_length_with_tongue_ft,sku_max_stack_step_deck,sku_max_stack_flat_bed,assigned_load_ids,assigned_load_statuses,assigned_session_statuses,line_has_blocking_assignment,window_start_date,window_end_date,days_until_due,normalized_zip,origin_plant_lat,origin_plant_lng,dest_lat,dest_lng,origin_to_dest_miles_haversine,ia_state_rate_per_mile,standalone_estimated_cost_single_stop,requires_return_to_origin_lowes_rule,line_eligible_for_optimizer_now
5304,12600631,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #17,MATTOON RURAL KING SUPPLY #17,1702 W Main St,(618)-529-8618,Carbondale,IL,62901,3,4150.0,14.0,19.8,F,10.5,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,11490,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,2,2550.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"445,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62901,41.55944,-95.9025,37.74003,-89.20946,442.99,2.7,1251.08,0,0
5304,12600631,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #17,MATTOON RURAL KING SUPPLY #17,1702 W Main St,(618)-529-8618,Carbondale,IL,62901,3,4150.0,14.0,19.8,F,10.5,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,13421,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,1,1600.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"445,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62901,41.55944,-95.9025,37.74003,-89.20946,442.99,2.7,1251.08,0,0
4918,12600656,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #01,MATTOON RURAL KING SUPPLY #01,700 Broadway Ave E Ste 15,SUITE 15,Mattoon,IL,61938,4,4484.5,14.0,23.8,F,12.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,10666,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1609.5,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"445,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61938,41.55944,-95.9025,39.48004,-88.37571,420.48,2.7,1190.29,0,0
4918,12600656,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #01,MATTOON RURAL KING SUPPLY #01,700 Broadway Ave E Ste 15,SUITE 15,Mattoon,IL,61938,4,4484.5,14.0,23.8,F,12.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,10675,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,1,1275.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"445,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61938,41.55944,-95.9025,39.48004,-88.37571,420.48,2.7,1190.29,0,0
4918,12600656,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #01,MATTOON RURAL KING SUPPLY #01,700 Broadway Ave E Ste 15,SUITE 15,Mattoon,IL,61938,4,4484.5,14.0,23.8,F,12.6,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,11025,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,1,1600.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"445,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61938,41.55944,-95.9025,39.48004,-88.37571,420.48,2.7,1190.29,0,0
6435,12600657,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #2,MATTOON RURAL KING SUPPLY #2,1103 N Main St,(217)-463-3250,Paris,IL,61944,3,3679.75,14.0,18.5,F,9.8,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14337,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,1,804.75,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"487,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61944,41.55944,-95.9025,39.59969,-87.70146,450.98,2.7,1272.64,0,0
6435,12600657,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #2,MATTOON RURAL KING SUPPLY #2,1103 N Main St,(217)-463-3250,Paris,IL,61944,3,3679.75,14.0,18.5,F,9.8,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,14338,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,1,1275.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"487,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61944,41.55944,-95.9025,39.59969,-87.70146,450.98,2.7,1272.64,0,0
6435,12600657,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #2,MATTOON RURAL KING SUPPLY #2,1103 N Main St,(217)-463-3250,Paris,IL,61944,3,3679.75,14.0,18.5,F,9.8,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,15164,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,1,1600.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"487,570",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,61944,41.55944,-95.9025,39.59969,-87.70146,450.98,2.7,1272.64,0,0
4912,12600658,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #3,MATTOON RURAL KING SUPPLY #3,1410 Veterans Ave,(618)-283-1216,Vandalia,IL,62471,3,2884.5,13.0,15.9,F,8.5,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,10655,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1609.5,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"546,630",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62471,41.55944,-95.9025,38.95859,-89.13257,399.5,2.7,1133.65,0,0
4912,12600658,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #3,MATTOON RURAL KING SUPPLY #3,1410 Veterans Ave,(618)-283-1216,Vandalia,IL,62471,3,2884.5,13.0,15.9,F,8.5,0,2,0,0,OPEN,2026-02-12T22:59:23,,18,10656,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,1,1275.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"546,630",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62471,41.55944,-95.9025,38.95859,-89.13257,399.5,2.7,1133.65,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,14116,2026-02-15,6X12DLPE10K,6X12 LOW PRO TAND DUMP-10K,1,6116.11,DUMP,,6X12DUMPDO12K,16.0,16.0,2,1,30.18867924528302,0,DUMP,16.0,3,2,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,14167,2026-02-15,6X14GWRSL3K,6X14 WOOD FLR TRLR-LED-3K,1,2169.24,USA,,6X14GWRS,18.0,18.0,4,1,33.9622641509434,0,USA,18.0,5,4,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,14334,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,1,804.75,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,14335,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,2,2550.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,15163,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,1,1600.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
6324,12600659,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #4,MATTOON RURAL KING SUPPLY #4,1324 W Hudson Dr,(217)-324-6154,Litchfield,IL,62056,8,22740.1,53.0,86.5,A,45.9,1,6,0,0,OPEN,2026-02-12T22:59:23,,18,15203,2026-02-15,8.5X20CHFTSR10K,8.5X20 HEAVY DUTY CAR HAULER,2,9500.0,UTA,,8.5X20CHFTSR10K,24.0,24.0,4,1,45.28301886792453,0,UTA,24.0,5,4,"411,553",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62056,41.55944,-95.9025,39.1765,-89.67165,366.9,2.7,1045.64,0,0
4917,12600660,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #6,MATTOON RURAL KING SUPPLY #6,201 Walk Ave,(217)-347-2533,Effingham,IL,62401,6,8253.74,25.0,39.2,F,20.8,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,10664,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,2,1609.5,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"469,574",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62401,41.55944,-95.9025,39.11843,-88.56467,421.49,2.7,1193.01,0,0
4917,12600660,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #6,MATTOON RURAL KING SUPPLY #6,201 Walk Ave,(217)-347-2533,Effingham,IL,62401,6,8253.74,25.0,39.2,F,20.8,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,10665,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,1,1275.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"469,574",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62401,41.55944,-95.9025,39.11843,-88.56467,421.49,2.7,1193.01,0,0
4917,12600660,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #6,MATTOON RURAL KING SUPPLY #6,201 Walk Ave,(217)-347-2533,Effingham,IL,62401,6,8253.74,25.0,39.2,F,20.8,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,10713,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,2,3200.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"469,574",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62401,41.55944,-95.9025,39.11843,-88.56467,421.49,2.7,1193.01,0,0
4917,12600660,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #6,MATTOON RURAL KING SUPPLY #6,201 Walk Ave,(217)-347-2533,Effingham,IL,62401,6,8253.74,25.0,39.2,F,20.8,0,4,0,0,OPEN,2026-02-12T22:59:23,,18,10762,2026-02-15,6X14GWRSL3K,6X14 WOOD FLR TRLR-LED-3K,1,2169.24,USA,,6X14GWRS,18.0,18.0,4,1,33.9622641509434,0,USA,18.0,5,4,"469,574",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62401,41.55944,-95.9025,39.11843,-88.56467,421.49,2.7,1193.01,0,0
5305,12600661,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #7,MATTOON RURAL KING SUPPLY #7,740 N Market St,(618)-939-0011,Waterloo,IL,62298,5,5289.25,21.0,29.1,F,15.4,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,11495,2026-02-15,5X8GW2K,5X8 GATE WOOD FLOOR TRAILER-2K,3,2414.25,USA,,5X8GW2K,7.0,7.0,5,1,13.20754716981132,0,USA,7.0,6,5,"462,578",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62298,41.55944,-95.9025,38.30906,-90.15132,378.4,2.7,1076.67,0,0
5305,12600661,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #7,MATTOON RURAL KING SUPPLY #7,740 N Market St,(618)-939-0011,Waterloo,IL,62298,5,5289.25,21.0,29.1,F,15.4,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,11496,2026-02-15,5.5X9UM2K,5.5X9 WOOD FLR 2K TRLR-13,1,1275.0,USA,,5.5X9GPR,13.0,13.0,4,1,24.528301886792452,0,USA,13.0,5,4,"462,578",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62298,41.55944,-95.9025,38.30906,-90.15132,378.4,2.7,1076.67,0,0
5305,12600661,2026-02-15,2026-01-12,2026-03-06,IA,MATTOON RURAL KING SUPPLY #7,MATTOON RURAL KING SUPPLY #7,740 N Market St,(618)-939-0011,Waterloo,IL,62298,5,5289.25,21.0,29.1,F,15.4,0,3,0,0,OPEN,2026-02-12T22:59:23,,18,13423,2026-02-15,5.5X10GWPTL3K,5.5X10  WOOD FLOOR TRAILER,1,1600.0,USA,,5.5X10GWPR,14.0,14.0,4,1,26.41509433962264,0,USA,14.0,4,4,"462,578",PROPOSED,"ARCHIVED,DRAFT",1,2026-02-13,2026-02-27,2,62298,41.55944,-95.9025,38.30906,-90.15132,378.4,2.7,1076.67,0,0
